time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
30.168148000;1.212e+00;8.552e-01;7.626e-01;7.058e-01;6.293e-01;1.212e+00;7.057e-01;6.294e-01;1.212e+00;4.276e-03;3.813e-03;1.000e+01;6.660e-01;9.000e-05
30.168404000;1.208e+00;8.512e-01;7.464e-01;7.047e-01;6.179e-01;1.208e+00;7.046e-01;6.180e-01;1.208e+00;4.256e-03;3.732e-03;1.000e+01;6.660e-01;9.000e-05
30.168660000;1.204e+00;8.470e-01;7.304e-01;7.034e-01;6.066e-01;1.204e+00;7.033e-01;6.067e-01;1.204e+00;4.235e-03;3.652e-03;1.000e+01;6.660e-01;9.000e-05
30.168916000;1.200e+00;8.430e-01;7.144e-01;7.023e-01;5.952e-01;1.200e+00;7.022e-01;5.953e-01;1.200e+00;4.215e-03;3.572e-03;1.000e+01;6.660e-01;9.000e-05
30.169172000;1.197e+00;8.388e-01;6.988e-01;7.010e-01;5.840e-01;1.197e+00;7.009e-01;5.839e-01;1.197e+00;4.194e-03;3.494e-03;1.000e+01;6.660e-01;9.000e-05
30.169428000;1.193e+00;8.348e-01;6.832e-01;6.999e-01;5.728e-01;1.193e+00;6.998e-01;5.727e-01;1.193e+00;4.174e-03;3.416e-03;1.000e+01;6.660e-01;9.000e-05
30.169684000;1.189e+00;8.308e-01;6.676e-01;6.987e-01;5.615e-01;1.189e+00;6.986e-01;5.616e-01;1.189e+00;4.154e-03;3.338e-03;1.000e+01;6.660e-01;9.000e-05
30.169940000;1.185e+00;8.268e-01;6.524e-01;6.975e-01;5.504e-01;1.185e+00;6.975e-01;5.505e-01;1.185e+00;4.134e-03;3.262e-03;1.000e+01;6.660e-01;9.000e-05
30.170196000;1.182e+00;8.226e-01;6.372e-01;6.962e-01;5.393e-01;1.182e+00;6.963e-01;5.394e-01;1.182e+00;4.113e-03;3.186e-03;1.000e+01;6.660e-01;9.000e-05
30.170452000;1.178e+00;8.188e-01;6.224e-01;6.951e-01;5.284e-01;1.178e+00;6.950e-01;5.285e-01;1.178e+00;4.094e-03;3.112e-03;1.000e+01;6.660e-01;9.000e-05
30.170708000;1.174e+00;8.148e-01;6.076e-01;6.939e-01;5.174e-01;1.174e+00;6.938e-01;5.175e-01;1.174e+00;4.074e-03;3.038e-03;1.000e+01;6.660e-01;9.000e-05
30.170964000;1.171e+00;8.108e-01;5.930e-01;6.926e-01;5.065e-01;1.171e+00;6.925e-01;5.067e-01;1.171e+00;4.054e-03;2.965e-03;1.000e+01;6.660e-01;9.000e-05
30.171220000;1.167e+00;8.070e-01;5.786e-01;6.915e-01;4.958e-01;1.167e+00;6.914e-01;4.959e-01;1.167e+00;4.035e-03;2.893e-03;1.000e+01;6.660e-01;9.000e-05
30.171476000;1.163e+00;8.032e-01;5.644e-01;6.903e-01;4.851e-01;1.164e+00;6.903e-01;4.852e-01;1.163e+00;4.016e-03;2.822e-03;1.000e+01;6.660e-01;9.000e-05
30.171732000;1.160e+00;7.992e-01;5.504e-01;6.890e-01;4.745e-01;1.160e+00;6.889e-01;4.746e-01;1.160e+00;3.996e-03;2.752e-03;1.000e+01;6.660e-01;9.000e-05
30.171988000;1.156e+00;7.956e-01;5.366e-01;6.880e-01;4.640e-01;1.157e+00;6.879e-01;4.641e-01;1.156e+00;3.978e-03;2.683e-03;1.000e+01;6.660e-01;9.000e-05
30.172244000;1.153e+00;7.918e-01;5.230e-01;6.868e-01;4.536e-01;1.153e+00;6.867e-01;4.537e-01;1.153e+00;3.959e-03;2.615e-03;1.000e+01;6.660e-01;9.000e-05
30.172500000;1.150e+00;7.880e-01;5.096e-01;6.855e-01;4.433e-01;1.150e+00;6.854e-01;4.435e-01;1.150e+00;3.940e-03;2.548e-03;1.000e+01;6.660e-01;9.000e-05
30.172756000;1.146e+00;7.844e-01;4.964e-01;6.844e-01;4.331e-01;1.146e+00;6.844e-01;4.333e-01;1.146e+00;3.922e-03;2.482e-03;1.000e+01;6.660e-01;9.000e-05
30.173012000;1.143e+00;7.808e-01;4.834e-01;6.833e-01;4.230e-01;1.143e+00;6.832e-01;4.232e-01;1.143e+00;3.904e-03;2.417e-03;1.000e+01;6.660e-01;9.000e-05
30.173268000;1.139e+00;7.772e-01;4.706e-01;6.821e-01;4.130e-01;1.139e+00;6.821e-01;4.132e-01;1.139e+00;3.886e-03;2.353e-03;1.000e+01;6.660e-01;9.000e-05
30.173524000;1.136e+00;7.736e-01;4.580e-01;6.809e-01;4.031e-01;1.136e+00;6.809e-01;4.033e-01;1.136e+00;3.868e-03;2.290e-03;1.000e+01;6.660e-01;9.000e-05
30.173780000;1.133e+00;7.702e-01;4.456e-01;6.799e-01;3.934e-01;1.133e+00;6.799e-01;3.935e-01;1.133e+00;3.851e-03;2.228e-03;1.000e+01;6.660e-01;9.000e-05
30.174036000;1.130e+00;7.668e-01;4.334e-01;6.788e-01;3.837e-01;1.130e+00;6.788e-01;3.838e-01;1.130e+00;3.834e-03;2.167e-03;1.000e+01;6.660e-01;9.000e-05
30.174292000;1.126e+00;7.634e-01;4.214e-01;6.778e-01;3.741e-01;1.126e+00;6.777e-01;3.743e-01;1.126e+00;3.817e-03;2.107e-03;1.000e+01;6.660e-01;9.000e-05
30.174548000;1.123e+00;7.600e-01;4.096e-01;6.766e-01;3.647e-01;1.123e+00;6.766e-01;3.648e-01;1.123e+00;3.800e-03;2.048e-03;1.000e+01;6.660e-01;9.000e-05
30.174804000;1.120e+00;7.568e-01;3.980e-01;6.757e-01;3.553e-01;1.120e+00;6.756e-01;3.555e-01;1.120e+00;3.784e-03;1.990e-03;1.000e+01;6.660e-01;9.000e-05
30.175060000;1.117e+00;7.534e-01;3.868e-01;6.745e-01;3.463e-01;1.117e+00;6.746e-01;3.463e-01;1.117e+00;3.767e-03;1.934e-03;1.000e+01;6.660e-01;9.000e-05
30.175316000;1.114e+00;7.504e-01;3.756e-01;6.736e-01;3.372e-01;1.114e+00;6.736e-01;3.371e-01;1.114e+00;3.752e-03;1.878e-03;1.000e+01;6.660e-01;9.000e-05
30.175572000;1.111e+00;7.472e-01;3.646e-01;6.726e-01;3.282e-01;1.111e+00;6.725e-01;3.283e-01;1.111e+00;3.736e-03;1.823e-03;1.000e+01;6.660e-01;9.000e-05
30.175828000;1.108e+00;7.440e-01;3.538e-01;6.715e-01;3.193e-01;1.108e+00;6.714e-01;3.195e-01;1.108e+00;3.720e-03;1.769e-03;1.000e+01;6.660e-01;9.000e-05
30.176084000;1.105e+00;7.410e-01;3.434e-01;6.705e-01;3.107e-01;1.105e+00;6.705e-01;3.107e-01;1.105e+00;3.705e-03;1.717e-03;1.000e+01;6.660e-01;9.000e-05
30.176340000;1.102e+00;7.380e-01;3.330e-01;6.695e-01;3.021e-01;1.102e+00;6.695e-01;3.021e-01;1.102e+00;3.690e-03;1.665e-03;1.000e+01;6.660e-01;9.000e-05
30.176596000;1.099e+00;7.350e-01;3.228e-01;6.685e-01;2.936e-01;1.100e+00;6.685e-01;2.938e-01;1.099e+00;3.675e-03;1.614e-03;1.000e+01;6.660e-01;9.000e-05
30.176852000;1.097e+00;7.322e-01;3.128e-01;6.677e-01;2.852e-01;1.097e+00;6.676e-01;2.854e-01;1.097e+00;3.661e-03;1.564e-03;1.000e+01;6.660e-01;9.000e-05
30.177108000;1.094e+00;7.294e-01;3.032e-01;6.668e-01;2.772e-01;1.094e+00;6.667e-01;2.772e-01;1.094e+00;3.647e-03;1.516e-03;1.000e+01;6.660e-01;9.000e-05
30.177364000;1.091e+00;7.266e-01;2.936e-01;6.659e-01;2.691e-01;1.091e+00;6.658e-01;2.690e-01;1.091e+00;3.633e-03;1.468e-03;1.000e+01;6.660e-01;9.000e-05
30.177620000;1.089e+00;7.238e-01;2.842e-01;6.649e-01;2.611e-01;1.089e+00;6.649e-01;2.612e-01;1.089e+00;3.619e-03;1.421e-03;1.000e+01;6.660e-01;9.000e-05
30.177876000;1.086e+00;7.212e-01;2.750e-01;6.641e-01;2.532e-01;1.086e+00;6.641e-01;2.534e-01;1.086e+00;3.606e-03;1.375e-03;1.000e+01;6.660e-01;9.000e-05
30.178132000;1.083e+00;7.184e-01;2.660e-01;6.631e-01;2.455e-01;1.083e+00;6.631e-01;2.457e-01;1.083e+00;3.592e-03;1.330e-03;1.000e+01;6.660e-01;9.000e-05
30.178388000;1.081e+00;7.160e-01;2.574e-01;6.624e-01;2.381e-01;1.081e+00;6.624e-01;2.381e-01;1.081e+00;3.580e-03;1.287e-03;1.000e+01;6.660e-01;9.000e-05
30.178644000;1.078e+00;7.134e-01;2.488e-01;6.616e-01;2.307e-01;1.078e+00;6.615e-01;2.307e-01;1.078e+00;3.567e-03;1.244e-03;1.000e+01;6.660e-01;9.000e-05
30.178900000;1.076e+00;7.108e-01;2.402e-01;6.606e-01;2.232e-01;1.076e+00;6.606e-01;2.234e-01;1.076e+00;3.554e-03;1.201e-03;1.000e+01;6.660e-01;9.000e-05
30.179156000;1.074e+00;7.084e-01;2.320e-01;6.599e-01;2.161e-01;1.074e+00;6.598e-01;2.163e-01;1.074e+00;3.542e-03;1.160e-03;1.000e+01;6.660e-01;9.000e-05
30.179412000;1.071e+00;7.060e-01;2.240e-01;6.591e-01;2.091e-01;1.071e+00;6.591e-01;2.093e-01;1.071e+00;3.530e-03;1.120e-03;1.000e+01;6.660e-01;9.000e-05
30.179668000;1.069e+00;7.038e-01;2.162e-01;6.585e-01;2.023e-01;1.069e+00;6.584e-01;2.023e-01;1.069e+00;3.519e-03;1.081e-03;1.000e+01;6.660e-01;9.000e-05
30.179924000;1.067e+00;7.014e-01;2.084e-01;6.576e-01;1.954e-01;1.067e+00;6.576e-01;1.956e-01;1.067e+00;3.507e-03;1.042e-03;1.000e+01;6.660e-01;9.000e-05
30.180180000;1.064e+00;6.992e-01;2.010e-01;6.569e-01;1.888e-01;1.064e+00;6.569e-01;1.888e-01;1.064e+00;3.496e-03;1.005e-03;1.000e+01;6.660e-01;9.000e-05
30.180436000;1.062e+00;6.970e-01;1.936e-01;6.562e-01;1.823e-01;1.062e+00;6.562e-01;1.823e-01;1.062e+00;3.485e-03;9.680e-04;1.000e+01;6.660e-01;9.000e-05
30.180692000;1.060e+00;6.948e-01;1.864e-01;6.554e-01;1.758e-01;1.060e+00;6.554e-01;1.760e-01;1.060e+00;3.474e-03;9.320e-04;1.000e+01;6.660e-01;9.000e-05
30.180948000;1.058e+00;6.928e-01;1.794e-01;6.549e-01;1.696e-01;1.058e+00;6.548e-01;1.698e-01;1.058e+00;3.464e-03;8.970e-04;1.000e+01;6.660e-01;9.000e-05
30.181204000;1.056e+00;6.908e-01;1.726e-01;6.542e-01;1.635e-01;1.056e+00;6.542e-01;1.635e-01;1.056e+00;3.454e-03;8.630e-04;1.000e+01;6.660e-01;9.000e-05
30.181460000;1.054e+00;6.888e-01;1.658e-01;6.536e-01;1.573e-01;1.054e+00;6.536e-01;1.575e-01;1.054e+00;3.444e-03;8.290e-04;1.000e+01;6.660e-01;9.000e-05
30.181716000;1.052e+00;6.868e-01;1.594e-01;6.529e-01;1.515e-01;1.052e+00;6.529e-01;1.515e-01;1.052e+00;3.434e-03;7.970e-04;1.000e+01;6.660e-01;9.000e-05
30.181972000;1.050e+00;6.850e-01;1.530e-01;6.524e-01;1.457e-01;1.050e+00;6.524e-01;1.459e-01;1.050e+00;3.425e-03;7.650e-04;1.000e+01;6.660e-01;9.000e-05
30.182228000;1.048e+00;6.830e-01;1.468e-01;6.517e-01;1.401e-01;1.048e+00;6.517e-01;1.401e-01;1.048e+00;3.415e-03;7.340e-04;1.000e+01;6.660e-01;9.000e-05
30.182484000;1.046e+00;6.812e-01;1.408e-01;6.511e-01;1.346e-01;1.046e+00;6.511e-01;1.346e-01;1.046e+00;3.406e-03;7.040e-04;1.000e+01;6.660e-01;9.000e-05
30.182740000;1.044e+00;6.794e-01;1.348e-01;6.505e-01;1.291e-01;1.044e+00;6.505e-01;1.293e-01;1.044e+00;3.397e-03;6.740e-04;1.000e+01;6.660e-01;9.000e-05
30.182996000;1.043e+00;6.778e-01;1.290e-01;6.501e-01;1.237e-01;1.043e+00;6.501e-01;1.239e-01;1.043e+00;3.389e-03;6.450e-04;1.000e+01;6.660e-01;9.000e-05
30.183252000;1.041e+00;6.760e-01;1.234e-01;6.495e-01;1.186e-01;1.041e+00;6.494e-01;1.187e-01;1.041e+00;3.380e-03;6.170e-04;1.000e+01;6.660e-01;9.000e-05
30.183508000;1.039e+00;6.744e-01;1.180e-01;6.490e-01;1.136e-01;1.039e+00;6.490e-01;1.137e-01;1.039e+00;3.372e-03;5.900e-04;1.000e+01;6.660e-01;9.000e-05
30.183764000;1.038e+00;6.728e-01;1.126e-01;6.485e-01;1.085e-01;1.038e+00;6.484e-01;1.087e-01;1.038e+00;3.364e-03;5.630e-04;1.000e+01;6.660e-01;9.000e-05
30.184020000;1.036e+00;6.714e-01;1.076e-01;6.481e-01;1.039e-01;1.036e+00;6.481e-01;1.039e-01;1.036e+00;3.357e-03;5.380e-04;1.000e+01;6.660e-01;9.000e-05
30.184276000;1.034e+00;6.698e-01;1.024e-01;6.476e-01;9.900e-02;1.034e+00;6.476e-01;9.919e-02;1.034e+00;3.349e-03;5.120e-04;1.000e+01;6.660e-01;9.000e-05
30.184421000;1.033e+00;6.690e-01;9.960e-02;6.474e-01;9.638e-02;1.033e+00;6.473e-01;9.657e-02;1.033e+00;3.345e-03;4.980e-04;1.000e+01;6.660e-01;9.000e-05
30.184512000;1.033e+00;6.684e-01;9.800e-02;6.471e-01;9.488e-02;1.033e+00;6.471e-01;9.488e-02;1.033e+00;3.342e-03;4.900e-04;1.000e+01;6.660e-01;9.000e-05
30.184603000;1.032e+00;6.680e-01;9.620e-02;6.471e-01;9.318e-02;1.032e+00;6.470e-01;9.338e-02;1.032e+00;3.340e-03;4.810e-04;1.000e+01;6.660e-01;9.000e-05
30.184693000;1.032e+00;6.674e-01;9.460e-02;6.468e-01;9.168e-02;1.032e+00;6.468e-01;9.168e-02;1.032e+00;3.337e-03;4.730e-04;1.000e+01;6.660e-01;9.000e-05
30.184784000;1.031e+00;6.670e-01;9.280e-02;6.468e-01;8.998e-02;1.031e+00;6.467e-01;9.017e-02;1.031e+00;3.335e-03;4.640e-04;1.000e+01;6.660e-01;9.000e-05
30.184966000;1.030e+00;6.660e-01;8.960e-02;6.464e-01;8.697e-02;1.030e+00;6.464e-01;8.716e-02;1.030e+00;3.330e-03;4.480e-04;1.000e+01;6.660e-01;9.000e-05
30.185148000;1.029e+00;6.650e-01;8.640e-02;6.461e-01;8.394e-02;1.029e+00;6.461e-01;8.413e-02;1.029e+00;3.325e-03;4.320e-04;1.000e+01;6.660e-01;9.000e-05
30.185329000;1.028e+00;6.642e-01;8.340e-02;6.459e-01;8.110e-02;1.028e+00;6.459e-01;8.130e-02;1.028e+00;3.321e-03;4.170e-04;1.000e+01;6.660e-01;9.000e-05
30.185511000;1.027e+00;6.632e-01;8.040e-02;6.455e-01;7.826e-02;1.027e+00;6.455e-01;7.845e-02;1.027e+00;3.316e-03;4.020e-04;1.000e+01;6.660e-01;9.000e-05
30.185693000;1.026e+00;6.624e-01;7.760e-02;6.453e-01;7.560e-02;1.026e+00;6.453e-01;7.560e-02;1.026e+00;3.312e-03;3.880e-04;1.000e+01;6.660e-01;9.000e-05
30.185874000;1.026e+00;6.616e-01;7.480e-02;6.451e-01;7.294e-02;1.026e+00;6.451e-01;7.293e-02;1.026e+00;3.308e-03;3.740e-04;1.000e+01;6.660e-01;9.000e-05
30.186056000;1.025e+00;6.608e-01;7.200e-02;6.449e-01;7.027e-02;1.025e+00;6.449e-01;7.046e-02;1.025e+00;3.304e-03;3.600e-04;1.000e+01;6.660e-01;9.000e-05
30.186238000;1.024e+00;6.600e-01;6.940e-02;6.446e-01;6.778e-02;1.024e+00;6.446e-01;6.798e-02;1.024e+00;3.300e-03;3.470e-04;1.000e+01;6.660e-01;9.000e-05
30.186419000;1.023e+00;6.592e-01;6.680e-02;6.444e-01;6.530e-02;1.023e+00;6.443e-01;6.549e-02;1.023e+00;3.296e-03;3.340e-04;1.000e+01;6.660e-01;9.000e-05
30.186601000;1.022e+00;6.584e-01;6.440e-02;6.441e-01;6.300e-02;1.022e+00;6.441e-01;6.300e-02;1.022e+00;3.292e-03;3.220e-04;1.000e+01;6.660e-01;9.000e-05
30.186783000;1.021e+00;6.578e-01;6.200e-02;6.440e-01;6.070e-02;1.021e+00;6.440e-01;6.070e-02;1.021e+00;3.289e-03;3.100e-04;1.000e+01;6.660e-01;9.000e-05
30.186964000;1.021e+00;6.570e-01;5.960e-02;6.437e-01;5.839e-02;1.021e+00;6.437e-01;5.859e-02;1.021e+00;3.285e-03;2.980e-04;1.000e+01;6.660e-01;9.000e-05
30.187146000;1.020e+00;6.564e-01;5.740e-02;6.435e-01;5.628e-02;1.020e+00;6.435e-01;5.647e-02;1.020e+00;3.282e-03;2.870e-04;1.000e+01;6.660e-01;9.000e-05
30.187328000;1.019e+00;6.556e-01;5.520e-02;6.432e-01;5.416e-02;1.019e+00;6.432e-01;5.435e-02;1.019e+00;3.278e-03;2.760e-04;1.000e+01;6.660e-01;9.000e-05
30.187509000;1.019e+00;6.550e-01;5.320e-02;6.430e-01;5.223e-02;1.019e+00;6.430e-01;5.223e-02;1.019e+00;3.275e-03;2.660e-04;1.000e+01;6.660e-01;9.000e-05
30.187691000;1.018e+00;6.544e-01;5.100e-02;6.429e-01;5.010e-02;1.018e+00;6.429e-01;5.030e-02;1.018e+00;3.272e-03;2.550e-04;1.000e+01;6.660e-01;9.000e-05
30.187873000;1.017e+00;6.538e-01;4.920e-02;6.427e-01;4.836e-02;1.017e+00;6.427e-01;4.836e-02;1.017e+00;3.269e-03;2.460e-04;1.000e+01;6.660e-01;9.000e-05
30.188055000;1.017e+00;6.532e-01;4.720e-02;6.425e-01;4.643e-02;1.017e+00;6.425e-01;4.642e-02;1.017e+00;3.266e-03;2.360e-04;1.000e+01;6.660e-01;9.000e-05
30.188236000;1.016e+00;6.528e-01;4.540e-02;6.425e-01;4.468e-02;1.016e+00;6.425e-01;4.468e-02;1.016e+00;3.264e-03;2.270e-04;1.000e+01;6.660e-01;9.000e-05
30.188418000;1.015e+00;6.522e-01;4.360e-02;6.422e-01;4.293e-02;1.016e+00;6.422e-01;4.293e-02;1.015e+00;3.261e-03;2.180e-04;1.000e+01;6.660e-01;9.000e-05
30.188600000;1.015e+00;6.516e-01;4.180e-02;6.420e-01;4.119e-02;1.015e+00;6.420e-01;4.138e-02;1.015e+00;3.258e-03;2.090e-04;1.000e+01;6.660e-01;9.000e-05
30.188781000;1.014e+00;6.512e-01;4.020e-02;6.420e-01;3.963e-02;1.014e+00;6.420e-01;3.963e-02;1.014e+00;3.256e-03;2.010e-04;1.000e+01;6.660e-01;9.000e-05
30.188963000;1.014e+00;6.506e-01;3.860e-02;6.417e-01;3.807e-02;1.014e+00;6.417e-01;3.807e-02;1.014e+00;3.253e-03;1.930e-04;1.000e+01;6.660e-01;9.000e-05
30.189145000;1.013e+00;6.502e-01;3.700e-02;6.416e-01;3.651e-02;1.013e+00;6.416e-01;3.651e-02;1.013e+00;3.251e-03;1.850e-04;1.000e+01;6.660e-01;9.000e-05
30.189326000;1.013e+00;6.498e-01;3.540e-02;6.416e-01;3.495e-02;1.013e+00;6.415e-01;3.515e-02;1.013e+00;3.249e-03;1.770e-04;1.000e+01;6.660e-01;9.000e-05
30.189508000;1.012e+00;6.494e-01;3.400e-02;6.415e-01;3.358e-02;1.012e+00;6.414e-01;3.378e-02;1.012e+00;3.247e-03;1.700e-04;1.000e+01;6.660e-01;9.000e-05
30.189690000;1.012e+00;6.490e-01;3.260e-02;6.414e-01;3.222e-02;1.012e+00;6.413e-01;3.241e-02;1.012e+00;3.245e-03;1.630e-04;1.000e+01;6.660e-01;9.000e-05
30.189871000;1.011e+00;6.486e-01;3.120e-02;6.412e-01;3.085e-02;1.011e+00;6.412e-01;3.104e-02;1.011e+00;3.243e-03;1.560e-04;1.000e+01;6.660e-01;9.000e-05
30.190053000;1.011e+00;6.482e-01;3.000e-02;6.411e-01;2.967e-02;1.011e+00;6.411e-01;2.967e-02;1.011e+00;3.241e-03;1.500e-04;1.000e+01;6.660e-01;9.000e-05
30.190235000;1.011e+00;6.478e-01;2.880e-02;6.410e-01;2.850e-02;1.011e+00;6.410e-01;2.850e-02;1.011e+00;3.239e-03;1.440e-04;1.000e+01;6.660e-01;9.000e-05
30.190416000;1.010e+00;6.474e-01;2.760e-02;6.408e-01;2.732e-02;1.010e+00;6.408e-01;2.732e-02;1.010e+00;3.237e-03;1.380e-04;1.000e+01;6.660e-01;9.000e-05
30.190598000;1.010e+00;6.470e-01;2.640e-02;6.407e-01;2.614e-02;1.010e+00;6.407e-01;2.614e-02;1.010e+00;3.235e-03;1.320e-04;1.000e+01;6.660e-01;9.000e-05
30.190780000;1.009e+00;6.468e-01;2.520e-02;6.407e-01;2.496e-02;1.010e+00;6.407e-01;2.516e-02;1.009e+00;3.234e-03;1.260e-04;1.000e+01;6.660e-01;9.000e-05
30.190962000;1.009e+00;6.464e-01;2.420e-02;6.405e-01;2.398e-02;1.009e+00;6.405e-01;2.398e-02;1.009e+00;3.232e-03;1.210e-04;1.000e+01;6.660e-01;9.000e-05
30.191143000;1.009e+00;6.462e-01;2.320e-02;6.406e-01;2.300e-02;1.009e+00;6.406e-01;2.300e-02;1.009e+00;3.231e-03;1.160e-04;1.000e+01;6.660e-01;9.000e-05
30.191325000;1.008e+00;6.458e-01;2.220e-02;6.404e-01;2.201e-02;1.008e+00;6.404e-01;2.201e-02;1.008e+00;3.229e-03;1.110e-04;1.000e+01;6.660e-01;9.000e-05
30.191507000;1.008e+00;6.456e-01;2.120e-02;6.404e-01;2.103e-02;1.008e+00;6.404e-01;2.123e-02;1.008e+00;3.228e-03;1.060e-04;1.000e+01;6.660e-01;9.000e-05
30.191688000;1.008e+00;6.454e-01;2.040e-02;6.404e-01;2.024e-02;1.008e+00;6.404e-01;2.024e-02;1.008e+00;3.227e-03;1.020e-04;1.000e+01;6.660e-01;9.000e-05
30.191818000;1.008e+00;6.452e-01;1.960e-02;6.403e-01;1.945e-02;1.008e+00;6.403e-01;1.965e-02;1.008e+00;3.226e-03;9.799e-05;1.000e+01;6.660e-01;9.000e-05
30.191826000;1.008e+00;6.452e-01;1.960e-02;6.403e-01;1.945e-02;1.008e+00;6.403e-01;1.965e-02;1.008e+00;3.226e-03;9.799e-05;1.000e+01;6.660e-01;9.000e-05
30.191834000;1.008e+00;6.452e-01;1.960e-02;6.403e-01;1.945e-02;1.008e+00;6.403e-01;1.945e-02;1.008e+00;3.226e-03;9.799e-05;1.000e+01;6.660e-01;9.000e-05
30.191850000;1.008e+00;6.452e-01;1.960e-02;6.403e-01;1.945e-02;1.008e+00;6.403e-01;1.945e-02;1.008e+00;3.226e-03;9.799e-05;1.000e+01;6.660e-01;9.000e-05
30.191882000;1.008e+00;6.450e-01;1.940e-02;6.402e-01;1.925e-02;1.008e+00;6.404e-01;1.925e-02;1.008e+00;3.225e-03;9.699e-05;1.000e+01;6.660e-01;9.000e-05
30.191946000;1.007e+00;6.450e-01;1.900e-02;6.402e-01;1.886e-02;1.007e+00;6.402e-01;1.906e-02;1.007e+00;3.225e-03;9.499e-05;1.000e+01;6.660e-01;9.000e-05
30.192074000;1.007e+00;6.448e-01;1.840e-02;6.402e-01;1.827e-02;1.007e+00;6.401e-01;1.847e-02;1.007e+00;3.224e-03;9.199e-05;1.000e+01;6.660e-01;9.000e-05
30.192330000;1.007e+00;6.446e-01;1.740e-02;6.402e-01;1.728e-02;1.007e+00;6.402e-01;1.728e-02;1.007e+00;3.223e-03;8.699e-05;1.000e+01;6.660e-01;9.000e-05
30.192586000;1.007e+00;6.442e-01;1.620e-02;6.400e-01;1.610e-02;1.007e+00;6.400e-01;1.629e-02;1.007e+00;3.221e-03;8.100e-05;1.000e+01;6.660e-01;9.000e-05
30.192842000;1.006e+00;6.440e-01;1.520e-02;6.401e-01;1.511e-02;1.006e+00;6.401e-01;1.511e-02;1.006e+00;3.220e-03;7.600e-05;1.000e+01;6.660e-01;9.000e-05
30.193098000;1.006e+00;6.438e-01;1.420e-02;6.401e-01;1.412e-02;1.006e+00;6.401e-01;1.412e-02;1.006e+00;3.219e-03;7.100e-05;1.000e+01;6.660e-01;9.000e-05
30.193354000;1.005e+00;6.434e-01;1.320e-02;6.399e-01;1.313e-02;1.006e+00;6.399e-01;1.313e-02;1.005e+00;3.217e-03;6.600e-05;1.000e+01;6.660e-01;9.000e-05
30.193610000;1.005e+00;6.432e-01;1.220e-02;6.399e-01;1.214e-02;1.005e+00;6.399e-01;1.234e-02;1.005e+00;3.216e-03;6.100e-05;1.000e+01;6.660e-01;9.000e-05
30.193866000;1.005e+00;6.430e-01;1.140e-02;6.399e-01;1.134e-02;1.005e+00;6.399e-01;1.134e-02;1.005e+00;3.215e-03;5.700e-05;1.000e+01;6.660e-01;9.000e-05
30.194122000;1.005e+00;6.428e-01;1.040e-02;6.399e-01;1.035e-02;1.005e+00;6.399e-01;1.055e-02;1.005e+00;3.214e-03;5.200e-05;1.000e+01;6.660e-01;9.000e-05
30.194378000;1.004e+00;6.426e-01;9.600e-03;6.398e-01;9.559e-03;1.004e+00;6.398e-01;9.758e-03;1.004e+00;3.213e-03;4.800e-05;1.000e+01;6.660e-01;9.000e-05
30.194634000;1.004e+00;6.426e-01;8.800e-03;6.400e-01;8.765e-03;1.004e+00;6.400e-01;8.964e-03;1.004e+00;3.213e-03;4.400e-05;1.000e+01;6.660e-01;9.000e-05
30.194890000;1.004e+00;6.424e-01;8.000e-03;6.400e-01;7.970e-03;1.004e+00;6.400e-01;8.169e-03;1.004e+00;3.212e-03;4.000e-05;1.000e+01;6.660e-01;9.000e-05
30.195146000;1.004e+00;6.422e-01;7.400e-03;6.399e-01;7.374e-03;1.004e+00;6.399e-01;7.374e-03;1.004e+00;3.211e-03;3.700e-05;1.000e+01;6.660e-01;9.000e-05
30.195402000;1.003e+00;6.422e-01;6.600e-03;6.401e-01;6.578e-03;1.003e+00;6.401e-01;6.578e-03;1.003e+00;3.211e-03;3.300e-05;1.000e+01;6.660e-01;9.000e-05
30.195658000;1.003e+00;6.420e-01;6.000e-03;6.400e-01;5.982e-03;1.003e+00;6.400e-01;5.982e-03;1.003e+00;3.210e-03;3.000e-05;1.000e+01;6.660e-01;9.000e-05
30.195914000;1.003e+00;6.420e-01;5.200e-03;6.402e-01;5.185e-03;1.003e+00;6.402e-01;5.385e-03;1.003e+00;3.210e-03;2.600e-05;1.000e+01;6.660e-01;9.000e-05
30.196170000;1.003e+00;6.418e-01;4.600e-03;6.401e-01;4.588e-03;1.003e+00;6.401e-01;4.787e-03;1.003e+00;3.209e-03;2.300e-05;1.000e+01;6.660e-01;9.000e-05
30.196426000;1.002e+00;6.418e-01;4.000e-03;6.403e-01;3.990e-03;1.002e+00;6.403e-01;4.190e-03;1.002e+00;3.209e-03;2.000e-05;1.000e+01;6.660e-01;9.000e-05
30.196682000;1.002e+00;6.416e-01;3.400e-03;6.402e-01;3.392e-03;1.002e+00;6.402e-01;3.592e-03;1.002e+00;3.208e-03;1.700e-05;1.000e+01;6.660e-01;9.000e-05
